original_index,sentence,sentiment,translation_en,translation_hi
30632,dear modiji appn student k stipend badhadi achha batt hain filpn apn ye kam per hamar desh main kab hoga,neutral,"Dear Modi Ji, increasing students' scholarships is good news. When will this happen in our country?","प्रिय मोदीजी आपने स्टूडेंट का स्टिपेंड बढ़ाया अच्छा बात है, फिलहाल आपनी यह काम हमारे देश में कब होगा"
30634,wish happi birthday sir mata rani sadeo aap par apni kripa banay rakh 🙏🎂 nan,positive,"wish you a happy birthday, may Lord and Lady bless you with their grace 🙏🎂",शुभ जन्मदिन सर माता रानी की कृपा हमेशा आप पर बनी रहे 🙏🎂
30635,bohat pakhtono ko pashtunistaan ka nasha charha howa hai aj kal hosh mein jao wrna sach ki mar parh gi bar nan,negative,"many Pakhtuns are under the spell of Pashtunistan these days, come to your senses or you'll face the harsh reality","अब होते ही हो गया है पाख्तुनिस्तान का नशा, अज कल होश में आओ वरना सच की मार पड़ेगी बड़ी नान"
30636,salmankhan archanapuransingh kapil sharma comedi show 😍👌 show telecast weekend thekapilsharmashow k nan,neutral,Salmankhan Archana Puran Singh Kapil Sharma comedy show 😍👌 Show telecast on weekends #TheKapilSharmaShow,सलमानखान अर्चनापुराणसिंह कपिल शर्मा कॉमेडी शो 😍👌 शो विकेंद्र में टेलीकास्ट होता है थीकपिलशर्माशो के नाम से
30639,abe kuch sharm karo tumhr jais baklol ke hisab se secur naam ki kou chiz hi nahi hai,negative,"come on, have some shame, according to you morons there's nothing like security at all","अब थोड़ी शर्म करो, तुम्हारे जैसे बकलो लोगों के हिसाब से सेक्युर नाम की कोई चीज़ ही नहीं है"
30641,yr 90 k dor ka ek song ha jis adnan sami na mujahid k part play keya tha adnan sami ka wo song yad ha zaror,neutral,"There's a 90s song where Adnan Sami and Mujahid played parts, I definitely remember Adnan Sami's song.","वर्ष 90 का एक गाना है जिसमें अदनान सामी और मुजाहिद का पार्ट प्ले किया था, अदनान सामी का वो गाना याद है जरूर"
30645,abe wo gutteruddin kyo fake news faila ke apni maa bhn krwana chahta hai yaha pe nan,negative,"Hey, that gutter-dweller wants to make his mom and sister do something disgusting here.",अरे वो गुत्तरूदिन क्यों फेक न्यूज़ फैला कर अपनी माँ भन करवाना चाहता है यहाँ पे नन
30647,aqal k paidal bhi ye hi bol rha hu ye hindu muslim nhi hai jisn ye tweet k,neutral,"At least I'm saying the same thing, this is not about Hindu or Muslim who posted this tweet.",अकल के पैदल भी यही बोल रहा हूँ ये हिंदु मुस्लिम नहीं है जिसने ये ट्वीट किया है
30648,krishna 😂😂🤣🤣🤣🤣 report chutiya hote h pata tha ye kuch jyaada hi ho gaya nan,negative,Krishna 😂😂🤣🤣🤣🤣 I knew these reports were bullshit but this has gone way too far man,कृष्णा 😂😂🤣🤣🤣🤣 रिपोर्ट चुटिया होती है पता था कि ये कुछ ज्यादा ही हो गई नन
30653,reat pe thak k gira hun twe hawa puchti ha ap dasht mai q aay thi wehshat k baghear ( love life ) nan,positive,"I fell down but I'm asking for air in the desert, why did I come here without any fear (love life)","मैं थक कर गिर गया हूँ लेकिन हवा पूछती है मुझसे कि तू क्यों आया था दाश्त में, खौफ के बिना (प्यार की जिंदगी) नान"
30657,u r right sir hum sarvey vaha se chalu kare jaha se sp-bsp aur tmc jite hai nda ki 350+ hai bahut time lagega nan,neutral,"You are right, sir. We will start the survey from where SP-BSP and TMC win. NDA has over 350 seats; it will take a lot of time.","आप सही हैं सर, हम सर्वे उसी से शुरू करेंगे जहाँ से SP-BSP और TMC जितते हैं, NDA की 350+ है, बहुत समय लगेगा।"
30659,sant rampal ke andhbhakt sleeper cell ki tarah hai aiss pakhandi andhbhakktonn ka illaj kariy jo pakhand,negative,"Sant Rampal's blind followers are like a sleeper cell, dealing with these fraudulent blind believers who are deceitful.","संत रामपाल के अंधभक्त स्लीपर सेल की तरह है, ऐसे पकंड़ी अंधभक्तों का इलाज किया जो पकंड़"
30661,muje bi promot kro koi follow nhi badh rhe aditi hiker akanksha jr @ … nan,negative,"Don't promote me, no one is following, Aditi Hiker Akanksha Jr @... nan",मुझे भी प्रोमॉट करो कोई फॉलो नहीं बढ़ रहे अदिति हाइकर अकांक्षा जी रहे ... नन
30666,modiji time time chang come congress ka hath garibon ke sath abhoganyay ht nan,positive,Modi ji always brings about positive changes; Congress's hands are dirty with corruption now.,"मोदीजी समय-समय पर बदलाव आता है, कंग्रेस का हाथ गरिबों के साथ अब्होगीन्याय है"
